Game Id;Period;Time;Scorer;Assist 1;Assist 2;TeamId;Note
26410;1;542;4462;4618;;89;ES
26410;1;906;4560;4856;6643;99;ES
26410;1;1159;6365;6643;6656;99;PP
26410;2;134;7434;4462;4618;89;ES
26410;2;425;4462;5941;7458;89;ES
26410;2;608;4095;6449;4618;89;SH
26410;2;837;6630;7458;8020;89;ES
26410;3;733;8020;6371;6630;89;ES
26411;1;658;2471;6344;7808;93;PP
26411;1;860;6023;4865;4519;93;ES
26411;2;1031;7808;2471;;93;PP
26411;2;1139;2471;4865;5975;93;ES
26411;3;406;6415;6598;5883;91;PP
26411;3;637;4171;6023;6432;93;PP
26411;3;707;2471;6566;6023;93;ES
26411;3;735;6615;2471;6566;93;ES
26411;3;850;7808;6344;2471;93;PP
26412;1;197;4430;4476;4268;87;PP
26412;1;308;4657;;;97;ES
26412;1;562;6493;7881;;97;ES
26412;2;971;4518;3967;;97;PP
26412;2;984;4785;7878;;97;PP
26412;2;993;4268;4582;4411;87;PP
26412;3;130;6408;7881;4518;97;ES
26412;3;705;4785;7878;2473;97;PP
26412;3;1044;4411;4430;4268;87;PP
26413;1;286;4836;7347;6646;96;PP
26413;1;328;6522;4734;5902;96;ES
26413;2;869;6599;4404;6461;96;ES
26413;2;1182;9465;9349;5888;101;ES
26413;3;208;6461;4836;4734;96;ES
26413;3;318;5902;4734;;96;ES
26413;3;1155;4611;6447;4474;101;ES
26414;1;154;6589;9405;;85;ES
26414;1;259;4741;7806;2469;85;ES
26414;1;704;6604;6662;2469;85;ES
26414;3;815;4438;6561;9265;100;ES
26415;1;245;6466;2376;4575;84;ES
26415;2;346;2376;4637;6466;84;ES
26415;2;600;4749;4676;6411;94;PP
26415;2;893;2376;6474;4575;84;ES
26415;3;807;4637;5877;5950;84;ES
26416;2;283;4513;4512;6494;98;ES
26416;3;834;4650;4835;4709;88;ES
26417;1;451;4469;7309;9538;102;ES
26417;1;679;7832;7447;7785;95;ES
26417;1;1041;4572;4469;7989;102;ES
26417;2;347;6477;6501;4572;102;PP
26417;2;352;7447;6583;;95;ES
26417;2;498;6583;7785;7447;95;ES
26417;2;564;4220;5889;4507;95;ES
26417;2;634;7989;8089;9538;102;ES
26417;3;494;7309;4572;4098;102;PP
26418;1;82;4294;4781;4483;92;PP
26418;1;91;6630;7458;;89;ES
26418;2;346;5996;5961;4515;92;ES
26418;2;1165;4462;4769;4618;89;ES
26418;3;441;4733;4462;4618;89;ES
26418;3;637;6603;7829;4516;92;ES
26418;3;720;6500;3991;4095;89;PP
26418;3;770;4781;5981;4483;92;ES
26418;OT1;218;4770;4618;4462;89;PP
26419;1;212;6512;5920;6629;90;SH
26419;2;264;4470;4765;6598;91;PP
26419;2;1021;4777;4778;;90;ES
26419;2;1148;4616;5974;5883;91;PP
26419;3;507;6426;5920;4778;90;PP
26419;3;739;6010;4616;6022;91;ES
26419;3;896;4616;8092;;91;ES
26420;1;254;8062;7841;4482;103;ES
26420;1;463;7364;6476;3999;103;ES
26420;1;549;4492;4493;6413;86;PP
26420;2;544;4864;6487;4333;103;PP
26420;2;667;4333;7831;;103;ES
26420;3;414;4482;4426;5989;103;ES
26421;1;1109;6541;4514;5902;96;PP
26421;2;1034;3830;4553;6561;100;ES
26421;3;214;6557;5923;;100;ES
26421;3;303;6599;4501;6345;96;ES
26421;3;1108;4725;6461;;96;PP
26422;1;185;6662;2469;6543;85;PP
26422;1;265;2469;6359;4741;85;ES
26422;1;670;4507;6583;6610;95;PP
26422;2;53;7806;4741;2469;85;ES
26422;2;724;6583;6610;6622;95;ES
26422;2;746;7832;7447;9458;95;ES
26422;3;66;5971;9508;6483;85;PP
26422;3;242;4592;4507;;95;SH
26422;3;520;4489;7447;4507;95;ES
26422;3;1189;6583;6350;;95;ES
26423;1;10;4711;2376;6466;84;ES
26423;1;181;6466;4711;6619;84;PP
26423;1;1000;6615;7808;4519;93;PP
26423;2;30;9524;5950;9495;84;ES
26423;2;518;4604;6619;6474;84;ES
26423;2;583;2471;6344;6640;93;ES
26423;3;477;6619;4711;4604;84;PP
26423;3;756;2471;4677;;93;ES
26423;3;965;7808;2471;6615;93;PP
26424;1;6;6015;2473;3967;97;ES
26424;1;882;6424;5920;7873;90;PP
26424;2;475;5920;6629;7873;90;ES
26424;2;630;7873;5920;5957;90;ES
26424;2;739;6629;6426;;90;ES
26424;2;921;3967;2473;;97;PP
26424;3;313;6493;7881;;97;ES
26424;3;850;7873;5920;5957;90;ES
26425;1;668;5869;6368;6626;98;ES
26425;2;403;5899;4381;4476;87;ES
26425;2;1012;4268;5899;4582;87;ES
26425;3;1064;4430;6653;4411;87;PP
26425;3;1169;6653;7848;8033;87;ES, ENG
26426;1;733;4632;6555;4492;86;ES
26426;1;796;4749;8006;;94;ES
26426;1;883;4448;8042;6385;94;ES
26426;2;559;6404;4735;4792;86;ES
26426;2;584;6400;4735;;86;ES
26426;2;974;5890;4676;4749;94;ES
26426;3;580;6404;4792;;86;ES
26426;3;836;4448;6385;8042;94;ES
26426;3;1173;6413;6404;6400;86;ES
26427;1;214;7897;4650;4709;88;PP
26427;2;21;4095;4511;4462;89;ES
26427;2;187;6433;6360;7461;88;ES
26427;3;534;5997;4769;7434;89;ES
26427;3;772;4641;4522;6445;88;PP
26427;3;1027;4462;3991;;89;PP
26427;OT1;50;4650;8004;6433;88;ES
26428;1;252;4474;5959;6427;101;ES
26428;1;711;4560;7975;;99;ES
26428;1;879;5904;4474;4674;101;PP
26428;2;145;6582;4440;7960;99;ES
26428;2;237;6582;4447;;99;ES
26428;2;916;9349;7428;5878;101;ES
26428;2;946;9465;5888;8776;101;ES
26428;2;1047;4487;7413;7960;99;ES
26428;3;314;4597;4856;6656;99;ES
26428;3;375;8059;7428;5878;101;ES
26428;3;411;5878;8059;4773;101;ES
26428;3;862;6447;5904;4674;101;PP
26428;3;992;6643;4440;4447;99;ES
26429;1;9;6597;4597;6656;99;ES
26429;1;177;6656;4597;6597;99;ES
26429;1;706;4597;6365;6643;99;PP
26429;1;1177;7364;7933;4333;103;ES
26429;2;38;6656;6597;;99;ES
26429;2;257;6643;6365;6656;99;PP
26429;2;370;6643;4440;4560;99;ES
26429;2;606;7841;7933;4333;103;ES
26429;2;708;5989;7933;;103;ES
26429;2;838;4856;4487;6643;99;ES
26429;2;961;5989;7933;4333;103;ES
26429;3;372;5865;4856;6582;99;ES
26429;3;480;4487;4687;5865;99;ES
26429;3;826;7841;8103;5989;103;PP
26429;3;1074;4856;4487;6582;99;ES
26430;1;234;4519;5875;2471;93;ES
26430;1;388;4519;7808;2471;93;PP
26430;1;758;2471;7808;;93;PP
26430;2;152;7395;8078;4469;102;ES
26430;2;617;4469;4572;4098;102;PP
26430;2;676;5975;6344;4397;93;ES
26430;2;996;7379;4469;4098;102;PP
26430;2;1062;6344;4876;;93;SH
26430;3;467;5885;6640;2471;93;ES
26430;3;694;4572;4886;;102;PP
26430;3;776;4469;6501;;102;ES
26430;3;816;7379;6501;4568;102;ES
26430;OT1;86;2471;4519;6615;93;PP
26431;1;794;4781;4640;5996;92;PP
26431;1;831;4483;8023;6017;92;ES
26431;1;1072;7820;7442;6447;101;ES
26431;1;1154;8023;4408;4294;92;ES
26431;2;33;4483;8023;4294;92;PP
26431;2;94;8023;5996;4640;92;ES
26431;2;466;7829;4294;8023;92;PP
26431;2;531;4294;6603;5961;92;ES
26431;3;43;4640;4408;8023;92;ES
26431;3;328;6431;4408;4294;92;SH
26431;3;502;4515;6657;4294;92;ES
26431;3;960;4515;6657;7829;92;ES
26431;3;1190;4516;6603;5961;92;ES
26432;1;94;4492;6413;;86;PP
26432;2;104;6465;5883;4470;91;PP
26432;2;369;6415;5883;4470;91;PP
26432;2;850;6415;4470;5883;91;PP
26432;3;275;6413;7953;6400;86;PP
26432;3;381;4470;5883;6598;91;ES
26432;3;402;6598;5883;4470;91;ES
26432;3;431;5974;6465;4479;91;ES
26432;3;569;4470;6598;5883;91;PP
26432;3;825;4479;6022;4470;91;ES
26433;1;169;6360;7461;6513;88;ES
26433;1;807;6543;5971;;85;ES
26433;1;994;4741;2469;;85;PP
26433;2;32;4709;7897;;88;ES
26433;2;356;4709;7897;4650;88;PP
26433;2;1181;2469;4741;7806;85;ES
26433;OT1;48;6433;4650;;88;ES
26434;1;36;4219;4749;4676;94;ES
26434;1;137;4883;8042;;94;ES
26434;1;263;7933;5989;4333;103;ES
26434;1;769;4676;4883;4710;94;PP
26434;2;416;6487;4333;5989;103;ES
26434;2;489;5933;4505;4749;94;ES
26434;2;819;4676;6379;4883;94;ES
26434;3;386;4864;7841;7450;103;PP
26434;3;779;6385;4883;;94;ES
26434;3;803;5989;7831;8854;103;ES
26434;3;929;5933;4883;4505;94;ES
26434;3;1047;4219;4883;4676;94;PP
26435;1;434;4676;6379;4219;94;ES
26435;1;897;4734;4836;;96;ES
26435;1;1143;6599;4725;;96;ES
26435;2;237;4676;4219;4749;94;ES
26435;2;255;4883;4726;4219;94;PP
26435;3;461;5902;7347;6345;96;ES
26435;3;838;6461;4725;6599;96;ES
26435;3;1197;6599;5939;;96;ES, ENG
26436;1;720;4711;6466;;84;PP
26436;1;745;7807;6562;;87;ES
26436;1;796;6417;4174;;87;ES
26436;2;706;4582;4411;;87;PP
26436;2;885;5899;4268;3955;87;ES
26436;2;1150;8840;6627;;84;ES
26437;1;348;6583;4220;6610;95;PP
26437;1;612;6628;6005;6481;95;ES
26437;3;1083;4664;2473;3967;97;PP
26438;2;77;5904;5959;7428;101;ES
26438;2;963;5904;4773;8776;101;ES
26438;3;184;4474;6390;6447;101;ES
26438;3;387;4778;4788;6426;90;ES
26438;3;962;4474;5959;;101;SH
26439;1;441;9265;4438;;100;ES
26439;1;711;6400;6413;;86;PP
26439;1;958;4414;5994;8013;100;ES
26439;1;1005;8013;6396;;100;ES
26439;2;1094;5994;6396;;100;ES
26439;3;10;3830;8013;5994;100;PP
26439;3;530;4632;6535;;86;SH
26439;3;1021;4820;6404;;86;PP
26439;3;1186;8013;7884;4450;100;ES, ENG
26440;1;425;4568;7379;4468;102;ES
26440;2;93;5997;4618;6500;89;ES
26440;2;271;4469;4568;7989;102;PP
26440;3;469;4462;3991;4769;89;ES
26441;1;546;6023;5975;6344;93;ES
26441;2;25;6023;4519;6344;93;ES
26441;2;437;6023;4397;6344;93;ES
26441;2;618;7831;7841;9543;103;ES
26441;3;551;5989;4864;4482;103;ES
26442;1;791;7428;6427;9482;101;ES
26442;2;197;4592;6628;6485;95;ES
26442;3;294;4592;7386;6583;95;ES
26442;3;349;7785;6622;5889;95;ES
26443;1;213;6662;4741;2469;85;PP
26443;1;1042;4804;6417;;87;PP
26443;2;1079;6543;6604;;85;ES
26443;3;693;3955;4582;4174;87;ES
26443;OT1;288;6604;6662;2469;85;PP
26444;2;273;6569;5993;;98;ES
26444;2;1162;6368;4822;6494;98;ES
26444;3;415;4155;6642;6515;98;ES
26444;3;874;6494;4845;;98;PP
26445;1;24;4836;5902;6345;96;ES
26445;1;184;5981;4781;6657;92;ES
26445;2;1082;4781;4640;5996;92;PP
26445;3;450;4640;6657;4483;92;ES
26445;3;477;4640;5981;;92;ES
26445;3;1066;4740;6646;;96;ES
26446;1;79;7873;6629;5920;90;ES
26446;1;303;6426;6512;4778;90;PP
26446;1;881;2471;6344;7808;93;PP
26446;3;46;6615;6023;;93;ES
26446;3;290;7808;6344;4171;93;ES
26446;3;632;9384;6023;5975;93;ES
26446;3;1157;2471;6344;7808;93;PP
26447;1;15;4470;6022;;91;ES
26447;1;48;4700;4470;5883;91;ES
26447;1;375;6022;4470;5887;91;ES
26447;1;613;5974;4694;9520;91;ES
26447;1;1013;6598;4470;4694;91;ES
26447;2;423;4468;7379;6477;102;PP
26447;2;465;5883;6465;6010;91;ES
26447;2;1013;4098;4572;;102;ES
26447;2;1147;5974;4479;5901;91;ES
26447;3;1171;6598;6022;5974;91;ES
26448;2;259;4426;4482;4864;103;ES
26448;2;592;4864;4482;3999;103;ES
26448;3;220;3955;4174;6562;87;ES
26448;3;531;4478;7848;4582;87;ES
26448;3;993;4268;6440;4478;87;ES
26448;3;1004;7831;7933;4482;103;ES
26448;OT1;156;4411;4478;4381;87;ES
26449;2;983;6515;5993;6642;98;ES
26449;2;1092;3829;4155;6515;98;ES
26449;3;477;3829;6642;6515;98;PP
26449;3;510;6494;5993;4707;98;PP
26449;3;673;6515;4155;3829;98;ES
26449;3;1019;8060;6008;7385;97;ES
26449;3;1073;5949;6368;4707;98;ES
26449;3;1172;6494;5869;4707;98;PP
26450;1;233;5994;4414;6396;100;ES
26450;1;669;8013;5994;;100;ES
26450;1;911;5994;6396;8013;100;ES
26450;2;388;5994;7398;;100;SH
26450;2;711;6597;6582;6414;99;ES
26450;2;876;4450;3830;;100;ES
26450;3;395;6582;6365;6597;99;ES
26450;3;542;4438;4553;9265;100;ES
26450;3;594;6365;4856;7975;99;ES
26450;3;1149;4414;6561;4438;100;ES
26451;1;246;4769;4095;6500;89;ES
26451;1;909;9446;4770;4420;89;ES
26451;2;723;3991;4095;5997;89;PP
26451;3;174;7819;6555;6413;86;PP
26451;3;254;4820;6413;4492;86;ES
26452;1;1099;4575;4711;4604;84;PP
26452;2;454;4637;4595;;84;ES
26452;3;65;6555;6400;5894;86;ES
26452;3;257;6413;8067;7953;86;ES
26452;3;603;6466;4711;2376;84;PP
26452;3;662;9524;5877;;84;ES
26453;1;597;6359;4741;2469;85;ES
26453;1;1040;4741;2469;;85;ES
26453;2;1028;4707;5869;6569;98;ES
26453;3;331;6618;6569;5993;98;ES
26453;3;712;2469;4561;;85;ES
26454;1;135;6599;4740;;96;ES
26454;1;207;4219;4726;7432;94;ES
26454;1;243;5902;4836;;96;PP
26454;1;547;4676;4749;4883;94;PP
26454;1;712;6558;4710;6635;94;PP
26454;1;823;4725;5902;6461;96;ES
26454;2;37;5890;5933;6446;94;ES
26454;3;371;4219;4749;4883;94;PP
26454;3;734;4725;6646;;96;PP
26454;3;1027;6385;4219;5933;94;ES
26455;1;1187;4694;8092;7946;91;ES
26455;2;937;6598;5974;5883;91;PP
26455;2;970;4511;4462;4770;89;ES
26455;3;261;5997;3991;4769;89;PP
26455;3;1141;4479;4720;4616;91;PP
26456;1;280;7975;7413;7800;99;ES
26456;1;597;5878;7428;;101;ES
26456;2;604;8776;5904;7820;101;ES
26456;2;996;7820;5904;5878;101;PP
26456;2;1080;7820;7442;;101;ES
26456;3;666;5865;4487;;99;ES
26456;3;699;4447;6588;4487;99;ES
26456;3;1188;4447;7413;;99;ES
26457;1;55;6575;5935;6432;93;ES
26457;1;85;6432;4677;5935;93;ES
26457;1;787;6023;6566;4865;93;ES
26457;1;866;8856;5961;6431;92;ES
26457;1;1115;6023;6615;6566;93;ES
26457;2;159;6575;4677;5935;93;ES
26457;2;507;4519;4397;5875;93;ES
26457;2;842;4408;5981;4781;92;ES
26458;1;118;6451;6360;;88;ES
26458;1;489;4268;6653;4411;87;PP
26458;1;653;4381;7807;7848;87;ES
26458;1;1015;6445;6513;5938;88;ES
26458;1;1174;4268;3955;;87;PP
26458;2;702;7898;4709;;88;PP
26458;3;976;4804;4268;5899;87;ES
26459;1;797;4333;4864;;103;PP
26459;2;356;8013;3830;4553;100;SH
26459;2;646;7933;5989;;103;ES
26459;2;718;7450;4864;;103;PP
26459;2;1195;4426;4482;6476;103;ES
26459;3;54;4737;4426;;103;ES
26459;3;178;4414;4450;;100;ES
26459;3;468;5994;8013;6396;100;ES
26459;3;799;4426;6476;4737;103;ES
26460;2;502;5904;7442;6447;101;PP
26460;2;516;5971;6543;6604;85;ES
26460;2;900;4741;6346;2469;85;ES
26460;2;1035;6447;9482;5904;101;ES
26460;2;1065;6359;6450;6483;85;ES
26460;3;109;7820;5904;7442;101;PP
26460;3;162;8077;7904;2469;85;ES
26461;1;1088;6646;4501;6599;96;PP
26461;2;474;2473;4518;6408;97;PP
26461;2;500;7385;4785;7866;97;PP
26461;2;768;4785;6008;4664;97;PP
26461;2;883;4518;3967;;97;PP
26461;3;420;6015;3967;2473;97;ES
26461;3;551;4518;7881;2473;97;PP
26461;3;908;4740;4514;5902;96;ES
26461;3;1159;2473;7385;;97;PP
26462;1;208;4440;4560;4532;99;ES
26462;1;522;4507;6350;6610;95;ES
26462;1;1126;6610;6628;4592;95;ES
26462;2;71;7785;6485;6583;95;ES
26462;2;148;6597;6582;6656;99;ES
26462;2;780;6597;4687;6414;99;ES
26462;2;1134;4447;4856;;99;SH
26462;3;66;7386;7785;7447;95;ES
26462;3;524;4487;4687;6414;99;ES
26463;1;316;6396;6561;5994;100;ES
26463;1;340;4710;4596;;94;ES
26463;1;1146;3830;7884;6557;100;ES
26463;2;160;6379;8006;4749;94;ES
26463;2;267;5994;4414;8013;100;PP
26463;2;576;4676;4883;4749;94;PP
26463;2;781;6446;8042;;94;ES
26463;3;111;4710;4505;4676;94;PP
26463;3;233;4448;4219;4505;94;ES
26463;3;477;3830;6396;;100;PP
26464;1;255;8000;5957;6629;90;ES
26464;1;464;4778;4777;4788;90;ES
26464;1;508;3829;6515;5993;98;ES
26464;2;421;7873;6512;6424;90;ES
26464;2;713;7965;5920;;90;ES
26464;2;1195;6629;6573;;90;ES
26464;3;466;3829;4155;4845;98;PP
26464;3;515;7965;4669;6380;90;ES
26464;3;821;6426;5920;4778;90;PP
26465;1;573;5899;4381;;87;ES
26465;1;661;4492;6413;;86;PP
26465;1;1152;4411;4268;4582;87;PP
26465;2;223;4582;6647;3955;87;ES
26465;2;353;7953;6400;4632;86;ES
26465;2;1183;4476;4411;4174;87;ES
26465;3;314;7848;6417;7807;87;ES
26465;3;783;4492;6400;6413;86;PP
26466;1;73;4886;7395;8078;102;ES
26466;1;264;6466;2376;4711;84;PP
26466;1;647;7868;4808;;84;ES
26466;1;779;2376;6466;;84;PP
26466;1;993;7989;4568;8089;102;ES
26466;2;868;6466;6619;2376;84;ES
26466;3;38;4575;7348;4604;84;ES
26466;3;776;4808;2376;6619;84;PP
26467;1;88;4640;4294;5981;92;ES
26467;1;326;5997;4095;4733;89;ES
26467;1;909;4640;5981;;92;ES
26467;1;1079;4769;7889;;89;ES
26467;2;164;6603;4408;4294;92;ES
26467;2;292;9360;4769;6563;89;ES
26467;2;530;6500;4769;;89;PP
26467;3;1196;4618;4462;;89;ES, ENG
26468;1;512;4470;6598;6415;91;PP
26468;2;149;4470;6598;4616;91;PP
26468;2;901;2473;4785;;97;PP
26468;3;382;3967;8017;2473;97;ES
26468;OT1;232;6010;8092;4700;91;ES
26469;1;240;4575;4604;;84;PP
26469;1;290;5877;6547;;84;ES
26469;1;450;6619;2376;;84;ES
26469;1;939;6619;6627;2376;84;ES
26469;2;390;4808;5950;;84;ES
26469;3;614;4595;4808;6619;84;PP
26469;3;699;4474;5959;6427;101;ES
26469;3;760;4808;5910;;84;ES
26470;1;178;6344;2471;;93;PP
26470;1;515;6400;6413;4492;86;PP
26470;1;1141;6400;4632;4735;86;ES
26470;2;412;4632;4493;6413;86;ES
26470;2;880;6432;7808;4171;93;ES
26470;3;258;4397;4865;;93;ES
26471;1;174;4707;6368;6569;98;ES
26471;1;441;6494;3829;6515;98;ES
26471;1;861;3829;6515;4155;98;ES
26471;2;404;4507;5889;7805;95;SH
26471;2;420;4822;6494;4707;98;ES
26471;2;831;6368;4155;6515;98;PP
26471;3;226;6350;4489;5889;95;ES
26471;3;639;4513;4512;4639;98;ES
26471;3;929;6368;5993;4155;98;ES
26472;1;703;2469;6662;4741;85;ES
26472;1;730;6359;2469;4741;85;ES
26472;1;999;6589;6359;6450;85;ES
26472;1;1055;5971;6359;6543;85;ES
26472;2;232;4741;6662;2469;85;PP
26472;2;606;2469;4741;6662;85;ES
26472;3;74;8078;7379;6477;102;ES
26472;3;101;8089;4469;;102;ES
26472;3;516;7900;6477;4572;102;ES
26472;3;757;4098;4572;7989;102;ES
26472;3;1040;6477;4098;4886;102;ES
26472;3;1119;7395;8089;6477;102;ES
26473;1;295;7869;7831;4737;103;ES
26473;2;83;7364;7933;4482;103;SH
26473;2;773;6522;4740;5909;96;ES
26473;2;1030;7831;7869;;103;PP
26473;2;1199;7450;8854;7364;103;ES
26473;3;394;7366;6541;5902;96;ES
26473;3;717;4725;6646;6599;96;PP
26474;1;83;6015;4664;4848;97;ES
26474;1;387;5890;4749;4883;94;ES
26474;1;421;4219;6385;8042;94;ES
26474;1;495;8042;8006;;94;ES
26474;1;895;3967;4657;2473;97;ES
26474;1;1132;6493;4848;;97;SH
26475;1;584;7946;5974;;91;ES
26475;2;61;6598;5883;;91;ES
26475;2;258;5883;4765;;91;PP
26475;2;356;4765;6022;5883;91;ES
26475;2;372;4483;6431;7339;92;ES
26475;2;577;6017;4294;;92;PP
26475;2;722;6598;4470;7946;91;ES
26475;2;1184;4479;4616;5901;91;ES
26475;3;255;6022;6010;;91;PP
26476;1;226;7848;6417;4174;87;ES
26476;1;968;4411;4268;3955;87;PP
26476;3;70;4174;4804;;87;PP
26476;3;287;4820;7953;4492;86;PP
26476;3;532;4411;4582;3955;87;ES
26476;3;630;6417;7807;6647;87;ES
26476;3;935;5894;6521;8008;86;ES
26477;1;429;6023;2471;6344;93;ES
26477;1;730;4807;4641;6451;88;ES
26477;1;874;4677;4519;6344;93;ES
26477;2;92;7897;4641;5938;88;PP
26477;2;611;7808;9384;6615;93;ES
26477;3;111;8054;6513;4807;88;ES
26477;3;147;4519;4397;4865;93;ES
26477;3;461;5875;4865;6566;93;ES
26477;3;551;4865;6023;2471;93;ES
26478;1;594;3830;4450;8013;100;PP
26478;1;812;5994;4450;;100;SH
26478;1;881;4487;6656;;99;PP
26478;1;996;7398;6396;3830;100;ES
26478;2;177;6643;6582;;99;PP
26478;2;598;9265;3830;4450;100;ES
26478;2;934;4440;7800;7413;99;PP
26478;3;1112;6643;4487;;99;PP
26478;OT1;178;5994;4438;6561;100;ES
26479;1;175;4095;5997;4733;89;ES
26479;1;1040;4733;7889;4095;89;ES
26479;2;100;6500;4769;6532;89;ES
26479;2;397;4777;4778;5920;90;PP
26479;2;854;6638;7873;4778;90;ES
26479;2;1007;9446;6563;4769;89;ES
26480;1;241;7450;6487;4482;103;ES
26480;1;1164;4864;4333;4482;103;ES
26481;1;222;4726;4710;5890;94;ES
26481;1;429;8042;4883;4749;94;ES
26481;1;678;4448;6635;8042;94;ES
26481;2;1021;8006;6385;8042;94;SH
26481;2;1042;4726;4749;;94;ES
26481;2;1110;8006;4505;4219;94;PP
26481;2;1188;4749;4676;4883;94;ES
26482;1;300;6541;6646;4740;96;ES
26482;1;1033;4725;6461;5902;96;ES
26482;2;409;4725;4740;6461;96;PP
26482;2;852;6599;6461;;96;PP
26482;2;946;4518;7385;7881;97;PP
26483;2;858;4513;4707;6569;98;ES
26483;2;1035;6427;7934;8059;101;ES
26483;3;243;7820;4611;6447;101;ES
26484;1;458;7808;2471;;93;PP
26484;2;747;4519;6023;4397;93;ES
26484;2;912;4397;4519;4876;93;SH
26484;3;46;6615;6023;4865;93;PP
26485;1;363;4777;4778;6426;90;PP
26485;1;626;4886;8078;7399;102;ES
26485;1;662;4777;6644;6426;90;ES
26485;2;150;4777;6426;;90;PP
26485;2;462;6426;4777;;90;ES
26485;2;699;4777;6426;6644;90;ES
26485;3;98;6573;7965;4788;90;ES
26485;3;553;4778;4777;6426;90;PP
26485;3;942;6512;6629;6638;90;ES
26485;3;1159;7379;8089;4568;102;ES
26486;1;72;4470;6022;;91;ES
26486;1;610;5910;6466;6619;84;ES
26486;1;928;6619;2376;6466;84;PP
26486;1;1188;4470;4479;4700;91;ES
26486;3;474;6010;4694;7946;91;PP
26486;3;1052;4575;4604;7348;84;ES
26487;1;653;6662;4741;6589;85;PP
26487;1;841;6451;5938;4650;88;ES
26487;2;704;4641;5938;6445;88;PP
26487;3;658;6662;6604;2469;85;PP
26487;3;950;6433;6360;;88;ES
26488;1;29;3829;6436;4155;98;ES
26488;1;253;4512;4513;5993;98;ES
26488;1;431;4155;6436;6515;98;PP
26488;1;565;7841;6487;4482;103;ES
26488;1;655;4845;9502;;98;ES
26488;1;1171;7841;8062;;103;ES
26488;2;579;7450;6476;5989;103;ES
26488;3;668;6515;4155;3829;98;ES
26488;3;1141;4512;5869;8035;98;ES
26489;1;284;6599;5902;6345;96;SH
26489;1;1054;4268;5899;;87;ES
26489;2;420;3955;4268;4411;87;PP
26489;3;649;4501;5902;;96;ES
26490;1;486;6622;4507;9401;95;ES
26490;1;497;4865;5875;4519;93;ES
26490;2;614;4220;6610;4507;95;ES
26491;1;3;7432;4749;4883;94;ES
26491;1;322;6582;4856;6656;99;PP
26491;1;610;4440;6643;;99;ES
26491;1;820;5890;8042;6635;94;ES
26491;3;332;5890;4710;8042;94;SH
26491;3;446;4883;4676;4505;94;PP
26491;3;723;4532;5865;;99;ES
26491;3;1012;6379;4219;6385;94;ES
26491;3;1183;4219;6385;6558;94;ES, ENG
26492;2;95;4777;6512;6638;90;PP
26492;2;290;6010;4470;4765;91;ES
26492;3;436;4720;7938;4765;91;PP
26493;1;693;4438;9265;;100;PP
26493;1;865;8032;6396;5994;100;ES
26493;2;382;5997;4095;4769;89;PP
26493;2;893;6500;4095;4769;89;PP
26493;2;938;4095;;;89;ES
26493;3;411;8081;4438;4414;100;ES
26493;OT1;181;3991;5941;4095;89;SH
26494;1;276;7819;6535;5870;86;ES
26494;2;268;2471;6344;;93;ES
26494;2;761;5975;5875;4865;93;ES
26494;3;306;6018;4397;4876;93;ES
26494;3;397;4492;4768;6535;86;ES
26494;3;992;6023;2471;6018;93;ES
26494;3;1157;6023;2471;9384;93;ES, ENG
26495;2;761;4333;4864;;103;PP
26495;2;813;6427;5904;6390;101;ES
26495;2;856;4482;7933;4864;103;ES
26495;2;1190;5888;4674;5959;101;ES
26495;3;268;6447;7820;;101;ES
26495;3;525;7450;7364;6487;103;ES
26495;3;1003;5904;5959;7820;101;PP
26496;1;1139;5971;6450;7806;85;ES
26496;1;1165;4098;6501;4469;102;PP
26496;2;328;2469;6604;4741;85;ES
26496;2;444;4469;4098;6501;102;PP
26496;2;599;7989;7309;9431;102;ES
26496;2;794;4568;6501;4469;102;PP
26496;3;509;8089;7379;;102;ES
26496;3;551;2469;4741;6662;85;ES
26496;3;651;7399;7395;8078;102;ES
26496;3;1096;4645;7877;6483;85;ES
26497;1;75;4518;3967;2473;97;PP
26497;1;141;3967;6493;4657;97;ES
26497;1;161;4640;4781;5981;92;ES
26497;1;1176;4518;4664;;97;ES
26497;2;637;6603;5961;4781;92;ES
26497;2;813;6567;4657;;97;ES
26497;2;831;5981;4781;9417;92;ES
26497;2;906;4805;6493;7878;97;ES
26497;3;57;4640;4294;4781;92;ES
26497;3;247;4518;4664;7878;97;ES
26497;3;524;6493;4785;7881;97;ES
26498;1;498;4155;6436;3829;98;ES
26498;1;708;4710;6558;4219;94;PP
26498;1;887;6436;4155;;98;PP
26498;2;577;7432;4883;4726;94;ES
26498;2;710;6494;4822;6515;98;PP
26498;2;968;4822;4512;;98;ES
26498;3;156;4676;6379;4749;94;ES
26498;3;914;4676;4749;4883;94;ES
26498;3;1034;6368;5869;4845;98;PP
26498;3;1110;6368;4845;4822;98;PP
26498;3;1171;6642;4155;;98;PP, ENG
26499;1;34;4650;4709;6513;88;ES
26499;2;266;8054;4650;4709;88;ES
26499;3;158;4807;4868;5938;88;ES
26499;3;740;4868;4807;8054;88;ES
26499;3;1195;6360;5992;5930;88;ES
26500;1;884;6396;7398;9265;100;ES
26500;1;901;4808;4595;7868;84;ES
26500;2;468;3830;6557;;100;ES
26500;3;333;9265;3830;;100;PP
26500;3;352;4450;6557;;100;ES
26500;3;395;6557;4450;7346;100;ES
26500;3;835;6464;7884;7346;100;ES
26501;1;709;4518;6493;;97;ES
