StaffId;TeamId;First Name;Last Name;Nick Name;Date Of Birth;Birthcity;Birthstate;Nationality_One;Nationality_Two;Nationality_Three;Retired
1691;-1;Redgie;Caron;;1960-4-16;Neepawa;MB;Canada;;;1
1692;41;Stephen;O'Connor;;1969-1-9;Windsor;ON;Canada;;;0
1693;57;Doug;Jameson;;1969-12-16;Oshawa;ON;Canada;;;0
1694;41;Michaël;Lessard;;1963-12-27;Rouyn-Noranda;QC;Canada;;;0
1695;-1;David;Babbitt;;1952-11-21;St. Andrews;NB;Canada;;;1
1696;67;Daniel;Guthrie;;1978-12-21;Halifax;NS;Canada;;;0
1697;57;Patrice;White;;1976-4-1;Victoriaville;QC;Canada;;;0
1698;42;Trevor;Grant;;1956-11-2;Georgetown;ON;Canada;;;0
1699;57;Cass;Peake;;1967-5-18;Kamloops;BC;Canada;;;0
1700;42;Ben;McLeod;;1959-5-6;Mississauga;ON;Canada;;;0
1701;102;Miguel;Bayntun;;1978-11-20;Abbotsford;BC;Canada;;;0
1702;117;Louis-Charles;Brassard;;1968-12-30;Drummondville;QC;Canada;;;0
1703;-1;Ryan;Moher;;1954-1-9;Surrey;BC;Canada;;;1
1704;-1;Dave;O'Reilly;;1950-2-12;Windsor;CA;The United States;;;1
1705;-1;Kyle;Smith;;1951-6-21;Powell River;BC;Canada;;;1
1706;-1;Chris;Alexander;;1953-5-2;Syracuse;NY;The United States;;;1
1707;43;Jared;Cullen;;1958-8-4;Hamilton;ON;Canada;;;0
1708;57;Nik;Popein;;1967-10-17;Vaughan;ON;Canada;;;0
1709;70;Pierre-Karl;Hébert;;1970-1-8;Moncton;NB;Canada;;;0
1710;43;Kale;Hanley;;1957-9-28;Oshawa;ON;Canada;;;0
1711;101;Matthew;Matyjanka;;1971-4-8;Edmonton;AB;Canada;;;0
1712;-1;Dylan;Acres;;1953-2-8;Calgary;AB;Canada;;;1
1713;44;Scott;Pictou;;1962-2-11;Kapuskasing;ON;Canada;;;0
1714;106;Fatih;Özat;;1967-4-15;Denizli;DEN;Turkey;;;0
1715;44;Jeff;Gerard;;1950-12-19;Greensboro;NC;The United States;;;0
1716;44;Derek;Jeffery;;1953-10-30;Vancouver;BC;Canada;;;0
1717;98;Tyler;Hiebert;;1979-2-25;Toronto;ON;Canada;;;0
1718;112;George;Arnold;;1967-9-2;Winnipeg;MB;Canada;;;0
1719;-1;Mitch;Warkentin;;1950-6-11;Ottawa;ON;Canada;;;1
1720;44;Émile;Frappier;;1960-3-15;Montreal;QC;Canada;;;0
1721;-1;Shane;Hextall;;1950-4-30;Quinte West;ON;Canada;;;1
1722;-1;Brandon;Dale;;1953-12-16;Markham;ON;Canada;;;1
1723;58;Doug;Allen;;1968-11-19;New York;NY;The United States;;;0
1724;115;Preston;Ray;;1967-1-17;South Hill;WA;The United States;;;0
1725;-1;Antonin;Fournier;;1953-2-25;Gardanne;PRO;France;;;1
1726;103;Mitchell;McGreer;;1971-6-11;Mississauga;ON;Canada;;;0
1727;107;Renzo;Mullen;;1970-9-25;Richmond;BC;Canada;;;0
1728;58;Matt;Di Iorio;;1976-1-19;Wainwright;AB;Canada;;;0
1729;45;Stephen;Luckett;;1961-8-7;Richmond;BC;Canada;;;0
1730;58;Ben;Brown;;1969-3-8;London;ON;Canada;;;0
1731;58;Danik;Bérubé;;1976-6-4;Hauterive;QC;Canada;;;0
1732;45;Michael;Moutrey;;1961-1-22;Toronto;ON;Canada;;;0
1733;57;Kevin;Dineen;;1963-10-28;Quebec City;QC;Canada;;;0
1734;-1;Don;Levin;;1945-1-1;Chicago;IL;The United States;;;1
1735;59;Wendell;Young;;1963-8-1;Halifax;NS;Canada;;;0
1736;-1;Gene;Ubriaco;;1937-12-26;Sault Ste. Marie;ON;Canada;The United States;;1
1737;57;Sylvain;Lefebvre;;1967-10-24;Richmond;QC;Canada;;;0
1738;60;Bill;Simpson;;1956-1-1;Reidsville;NC;The United States;;;0
1739;-1;Bob;Ferguson;;1954-10-19;Kingston;ON;Canada;;;1
1740;58;Michael;Friisdahl;;1972-1-1;Toronto;ON;Canada;;;0
1741;60;Spencer;Carbery;;1981-11-9;Victoria;BC;Canada;;;0
1742;-1;A.J.;MacLean;;1983-8-31;Antigonish;NS;Canada;;;0
1743;60;Ryan;Murphy;;1983-1-23;Rumson;NJ;The United States;;;0
1744;59;Stan;Dubicki;;1960-12-24;Brockport;NY;Canada;The United States;;0
1745;59;Ryan;Warsofsky;;1987-10-26;Boston;MA;The United States;;;0
1746;60;Alex;Westlund;;1975-12-28;Flemington;NJ;The United States;;;0
1747;57;Ari;Segal;;1974-1-2;Orange;CA;The United States;;;0
1748;59;Bob;Nardella;;1968-2-2;Melrose Park;IL;Italy;The United States;;0
1749;1;Bryan;Helmer;;1972-7-15;Sault Ste. Marie;ON;Canada;;;0
1750;-1;Rob;Davison;;1980-5-1;St. Catharines;ON;Canada;;;0
1751;57;Lee;Gadarn;;1977-5-4;Woodlyn;PA;The United States;;;0
1752;58;Frédérick;Fleury;;1971-8-23;Sainte-Catherine;QC;Canada;;;0
1753;59;Kevin;Kacer;;1965-3-12;Indianapolis;IN;The United States;;;0
1754;60;Dax;Doyle;;1970-12-30;Jacksonville;FL;The United States;;;0
1755;59;Chris;Dennis;;1963-7-13;Toronto;ON;Canada;;;0
1756;57;Ronald;Potts;;1968-9-5;Chicago;IL;The United States;;;0
1757;57;Winston;Farley;;1978-3-24;San Angelo;TX;The United States;;;0
1758;58;Jarrett;Kluzak;;1976-2-18;Toronto;ON;Canada;;;0
1759;-1;Kyle;Long;;1966-9-15;Windsor;ON;Canada;;;0
1760;58;Cory;Moir;;1961-9-18;Mississauga;ON;Canada;;;0
1761;58;Cody;Williams;;1986-3-6;Brampton;ON;Canada;;;0
1762;59;Jeremiah;Wood;;1985-2-5;Oklahoma City;OK;The United States;;;0
1763;59;Randy;Towery;;1988-3-5;Palm Beach Gardens;FL;The United States;;;0
1764;60;Carroll;Milligan;;1965-3-19;Old Bridge Township;NJ;The United States;;;0
1765;60;Johnny;Field;;1970-9-30;Birch Run;MI;The United States;;;0
1766;-1;Sergey;Gaft;;1970-10-6;Arzamas;NIZ;Russia;;;0
1767;-1;Alexandre;Dubé;;1967-10-13;Châteauguay;QC;Canada;;;0
1768;-1;Randolph;Alvarez;;1961-6-29;Fairbury;NE;The United States;;;1
1769;-1;Maxim;Bérubé;;1958-4-3;Thetford Mines;QC;Canada;;;1
1770;-1;Matteo;Agresti;;1964-7-11;Montreal;QC;Canada;;;0
1771;-1;Louis-Philippe;Gendron;;1977-12-15;Blainville;QC;Canada;;;0
1772;-1;Anthony;Bouchard;;1974-10-23;Candiac;QC;Canada;;;0
1773;78;Danick;Bergeron;;1965-1-17;Montreal;QC;Canada;;;0
1774;-1;Jake;McLeod;;1966-8-11;Kitchener;ON;Canada;;;0
1775;-1;Joe;Taylor;;1954-1-24;Hamilton;ON;Canada;;;1
1776;-1;Tyler;Kelly;;1950-1-30;Toronto;ON;Canada;;;1
1777;-1;Dan;Krol;;1953-6-28;Calgary;AB;Canada;;;1
1778;-1;Chad;Heid;;1972-6-8;Saskatoon;SK;Canada;;;0
1779;-1;Dalton;Kearns;;1969-8-29;Toronto;ON;Canada;;;0
1780;-1;John;Bennett;;1974-12-30;St. Louis;MO;The United States;;;0
1781;-1;Félix-André;Blais;;1953-2-4;Westmount;QC;Canada;;;1
1782;-1;Logan;Zelinski;;1969-5-9;Merritt;BC;Canada;;;0
1783;-1;Jérémy;Fréchette;;1951-4-19;Montreal;QC;Canada;;;1
1784;-1;Noah;Johnstone;;1959-9-18;Toronto;ON;Canada;;;1
1785;81;Philippe;Gagnon;;1963-10-22;Miramichi;NB;Canada;;;0
1786;-1;Derek;Van Strien;;1978-5-27;Vancouver;BC;Canada;;;0
1787;-1;Brendyn;Ryan;;1962-11-1;Sackville;NS;Canada;;;0
1788;-1;Loïk;Éthier;;1953-11-4;Quebec City;QC;Canada;;;1
1789;87;David;Roberge;;1959-10-4;Trois-Rivières;QC;Canada;;;0
1790;-1;Bill;Britten;;1950-1-24;New York;NY;The United States;;;1
1791;-1;Marc;Manery;;1973-7-28;Toronto;ON;Canada;;;0
1792;-1;Dymas;Kanaris;;1976-10-27;Saint-Hyacinthe;QC;Canada;;;0
1793;-1;Aaron;Peterson;;1956-10-10;Grand Island;NY;The United States;;;1
1794;-1;Kevin;Crockford;;1973-7-14;Burnaby;BC;Canada;;;0
1795;-1;Tom;Sanders;;1958-7-4;Boulder Hill;IL;The United States;;;1
1796;-1;Alexandre;Diaz;;1959-1-15;Montreal;QC;Canada;;;1
1797;-1;Clarke;Harris;;1957-3-31;Burlington;ON;Canada;;;1
1798;-1;Tyler;Packulak;;1976-4-4;Dunnville;ON;Canada;;;0
1799;-1;Tim;Vasser;;1963-3-1;Wayne;NJ;The United States;;;1
1800;-1;Menachem;Daniel;;1951-1-18;Tupelo;MS;The United States;;;1
1801;106;Jeff;Watt;;1972-3-1;Port Coquitlam;BC;Canada;;;0
1802;-1;Arman;Cope;;1962-7-11;Aurora;ON;Canada;;;0
1803;-1;Tyler;Brossart;;1957-11-13;Halifax;NS;Canada;;;1
1804;-1;Rich;Brewington;;1967-12-1;Stockton;CA;The United States;;;0
1805;107;Dale;Knapp;;1978-6-1;Forest Park;IL;The United States;;;0
1806;-1;Adam;McDonald;;1965-2-19;St. Albert;AB;Canada;;;0
1807;-1;J.B.;Schneekloth;;1968-10-30;Ottawa;ON;Canada;;;0
1808;-1;Cody;Antonio;;1970-2-25;Toronto;ON;Canada;;;0
1809;48;Timothé;Gervais;;1964-5-11;Rimouski;QC;Canada;;;0
1810;-1;Alexandre;Clément;;1978-3-9;Quebec City;QC;Canada;;;0
1811;-1;Brett;Passmore;;1951-1-27;Calgary;AB;Canada;;;1
1812;-1;Troy;Keizer;;1955-12-6;Coquitlam;BC;Canada;;;1
1813;72;Barry;Wozney;;1979-2-17;Halifax;NS;Canada;;;0
1814;-1;James;DeGagne;;1973-1-19;Fort St. John;BC;Canada;;;0
1815;-1;Devon;Moore;;1951-3-26;Markham;ON;Canada;;;1
1816;-1;Chad;Taylor;;1954-2-14;Truro;NS;Canada;;;1
1817;32;Robbie;O'Hanlon;;1971-6-6;Baltimore;MD;The United States;;;0
1818;-1;Christian;Popiel;;1962-2-22;Richmond Hill;ON;Canada;;;0
1819;-1;Ed;Wagner;;1965-5-12;Vandercook Lake;MI;The United States;;;0
1820;-1;Kenneth;Nowry;;1959-11-24;Halifax;NS;Canada;;;1
1821;-1;Thomas;Wells;;1960-3-6;Tempe;AZ;The United States;;;1
1822;-1;Austin;Irvine;;1978-10-29;Christina Lake;BC;Canada;;;0
1823;-1;Phil;Deschênes;;1977-8-25;Mascouche;QC;Canada;;;0
1824;-1;Keith;MacLergain;;1971-11-14;Howell;NJ;The United States;;;0
1825;35;Thomas;McIlvride;;1977-11-6;Saint John;NB;Canada;;;0
1826;-1;Todd;Banks;;1978-8-27;Strathroy;ON;Canada;;;0
1827;-1;Roger;Royster;;1963-6-27;Tucson;AZ;The United States;;;0
1828;-1;Connor;Penner;;1976-3-2;Hamilton;ON;Canada;;;0
1829;-1;Wray;Martins;;1958-10-23;Lethbridge;AB;Canada;;;1
1830;-1;Dylan;Cirkvencic;;1961-8-18;Coquitlam;BC;Canada;;;0
1831;-1;Nathaniel;Carey;;1971-3-23;Richmond;BC;Canada;;;0
1832;-1;Anton;Kirillov;;1951-4-5;Perm;PER;Russia;;;1
1833;-1;Guillaume;Thivierge;;1957-8-10;Saint-Jean-sur-Richelieu;QC;Canada;;;1
1834;-1;Alex;Wojciechowski;;1975-10-13;Halton Hills;ON;Canada;;;0
1835;-1;Ben;Belisle;;1955-6-25;Toronto;ON;Canada;;;1
1836;-1;Stefan;Priestlay;;1959-7-22;Nanaimo;BC;Canada;;;0
1837;79;Pat;Gatherum;;1971-10-9;Windsor;ON;Canada;;;0
1838;-1;Robby;Picot;;1963-10-23;South River;NJ;The United States;;;0
1839;-1;Kurtis;Sernoskie;;1976-2-17;Toronto;ON;Canada;;;0
1840;-1;Maxime;Gaumond;;1979-5-2;Montreal;QC;Canada;;;0
1841;-1;Ivan;Yasyrev;;1955-11-19;Togliatti;SAM;Russia;;;1
1842;-1;Walton;Porcell;;1960-2-22;Detroit;MI;The United States;;;0
1843;-1;Joel;Duhn;;1971-7-24;Vaughan;ON;Canada;;;0
1844;-1;Gabriel;Dupont;;1973-10-9;Montreal;QC;Canada;;;0
1845;76;Colton;Desnomie;;1970-12-1;Toronto;ON;Canada;;;0
1846;-1;Ben;DesRochers;;1955-9-25;Regina;SK;Canada;;;1
1847;112;Ryan;Cumberbirch;;1972-11-26;Edmonton;AB;Canada;;;0
1848;104;Triston;Caza;;1972-9-10;Innisfil;ON;Canada;;;0
1849;59;Ilya;Mitasov;;1965-2-20;Alchevsk;LUH;Ukraine;;;0
1850;87;Isaac;Malzahn;;1976-1-16;Calgary;AB;Canada;;;0
1851;112;Zach;MacAusland;;1972-8-6;Vancouver;BC;Canada;;;0
1852;102;Sultan;Bikmetov;;1967-11-13;Troitskaya;ING;Russia;;;0
1853;110;Dave;West;;1971-5-14;Trentwood;WA;The United States;;;0
1854;46;Italo;Galati;;1961-2-14;Kitchener;ON;Canada;;;0
1855;46;Josh;Borstmayer;;1963-6-30;Gander;NL;Canada;;;0
1856;-1;Samuel;Deschênes;;1953-8-25;Sherbrooke;QC;Canada;;;1
1857;-1;Charles-André;Normand;;1954-1-28;Quebec City;QC;Canada;;;1
1858;110;Jamison;Mianscum;;1966-1-16;Brandon;MB;Canada;;;0
1859;47;Randy;Dolynchuk;;1958-5-27;Toronto;ON;Canada;;;0
1860;101;Jeff;Whitehill;;1970-8-30;Mississauga;ON;Canada;;;0
1861;109;Ken;Gwin;;1976-7-29;Philadelphia;PA;The United States;;;0
1862;47;Shawn;Leswick;;1957-12-13;Aldergrove;BC;Canada;;;0
1863;107;Jordan;Kamikawara;;1975-9-18;Edmonton;AB;Canada;;;0
1864;-1;Kirill;Rodonsky;;1957-7-14;Kedrovyy;TOM;Russia;;;1
1865;-1;Bernie;Marcantuoni;;1950-6-19;Petawawa;ON;Canada;;;1
1866;108;Jay;Bacareza;;1979-4-23;Beloeil;QC;Canada;;;0
1867;99;Tyler;Donald;;1975-4-4;Calgary;AB;Canada;;;0
1868;48;Jarett;Neher;;1959-1-13;Edmonton;AB;Canada;;;0
1869;98;Jean-Éric;Picard;;1971-10-9;Port-Cartier;QC;Canada;;;0
1870;48;Shawn;Willows;;1960-6-27;White Rock;BC;Canada;;;0
1871;100;Craig;Carmichael;;1972-10-7;Regina;SK;Canada;;;0
1872;48;Ben;Lawless;;1955-12-19;Maple Ridge;BC;Canada;;;0
1873;59;Nick;Nash;;1970-9-26;Strathcona;AB;Canada;;;0
1874;99;Allen;Van Ree;;1977-11-11;Burnaby;BC;Canada;;;0
1875;-1;Stephen;Stanley;;1951-3-15;Vancouver;BC;Canada;;;1
1876;49;Félix;Tourigny;;1959-5-8;Whitby;ON;Canada;;;0
1877;118;Dalton;O'Brien;;1965-2-27;Toronto;ON;Canada;;;0
1878;49;Jonathan;Blanchard;;1963-9-15;Longueuil;QC;Canada;;;0
1879;105;Talgat;Sarsenov;;1968-12-9;Tasbuget;KYZ;Kazakhstan;;;0
1880;107;Jean-David;Potvin;;1976-10-31;Longueuil;QC;Canada;;;0
1881;59;Adam;Pufahl;;1971-9-3;Kitchener;ON;Canada;;;0
1882;87;Doug;Gartshore;;1979-1-8;Surrey;BC;Canada;;;0
1883;106;Logan;Click;;1979-6-7;Burlington;VT;The United States;;;0
1884;104;Rob;Maxwell;;1973-5-19;Tallahassee;FL;The United States;;;0
1885;114;Frederick;Bosum;;1965-9-13;Winnipeg;MB;Canada;;;0
1886;82;Adam;Deadmarsh;;1975-5-10;Trail;BC;The United States;Canada;;0
1887;-1;Kelly;Buchberger;;1966-12-2;Langenburg;SK;Canada;;;0
1888;-1;Cory;Stillman;;1973-12-20;Peterborough;ON;Canada;;;0
1889;83;Stu;Barnes;;1970-12-25;Spruce Grove;AB;Canada;The United States;;0
1890;83;Tim;Keon;;1978-1-1;Toronto;ON;Canada;;;0
1891;82;Scott;Carter;;1960-1-1;Penticton;BC;Canada;;;0
1892;83;Roy;Stasiuk;;1963-1-1;Edmonton;AB;Canada;;;0
1893;-1;Ron;Wilson;;1956-5-13;Toronto;ON;Canada;;;1
1894;84;Michael;Andlauer;;1960-1-1;Toulouse;MID;Canada;;;0
1895;-1;Ray;Payne;;1948-1-1;North Vancouver;BC;Canada;;;1
1896;-1;Chris;Hartsburg;;1980-5-30;Edina;MN;The United States;Canada;;0
1897;82;Chad;Kletzel;;1979-8-30;Calgary;AB;Canada;;;0
1898;-1;Mike;Johnston;;1957-2-19;Dartmouth;NS;Canada;;;1
1899;80;Kyle;Gustafson;;1977-1-1;Portland;OR;The United States;;;0
1900;80;Bill;Gallacher;;1968-1-1;Calgary;AB;Canada;;;0
1901;80;Mike;Coflin;;1961-1-1;Vancouver;BC;Canada;;;0
1902;80;Brad;Davis;;1972-1-1;Winnipeg;MB;Canada;;;0
1903;80;Leo;MacDonald;;1958-1-1;Selkirk;MB;Canada;;;0
1904;80;Greg;McGinley;;1967-1-1;Airdrie;AB;Canada;;;0
1905;80;Troy;Tendeck;;1963-1-1;Lloydminster;AB;Canada;;;0
1906;80;Trevor;Hanas;;1975-1-20;Regina;SK;Canada;;;0
1907;80;Darry;Stevens;;1955-1-1;Brandon;MB;Canada;;;0
1908;83;Ray;Dudra;;1962-1-1;St. Albert;AB;Canada;;;0
1909;81;Craig;Goebel;;1964-3-15;Stony Plain;AB;Canada;;;0
1910;81;Colin;Campbell;;1959-1-1;Edmonton;AB;Canada;;;0
1911;81;Nevin;Holowachuk;;1969-1-1;Saskatoon;SK;Canada;;;0
1912;81;Ross;Patterson;;1955-1-1;Calgary;AB;Canada;;;0
1913;81;Taylor;Bradley;;1980-10-4;Kamloops;BC;Canada;;;0
1914;81;Mark;Romas;;1964-1-1;Winnipeg;MB;Canada;;;0
1915;81;Kent;Dochuk;;1969-11-14;St. Albert;AB;Canada;;;0
1916;-1;Bobby;Brett;;1950-8-8;El Segundo;CA;The United States;;;1
1917;82;Darcy;Pacholok;;1960-12-24;Edmonton;AB;Canada;;;0
1918;82;Dean;Viste;;1968-1-1;Hanna;AB;Canada;;;0
1919;83;Dennis;Loman;;1959-1-1;Kennewick;WA;The United States;;;0
1920;-1;Bob;Tory;;1957-1-1;Edmonton;AB;Canada;;;0
1921;83;Dino;Caputo;;1973-6-19;Calgary;AB;Canada;;;0
1922;83;Kevin;Eggum;;1960-1-1;Saskatoon;SK;Canada;;;0
1923;83;Nathan;Hays;;1960-12-24;Saanich;BC;Canada;;;0
1924;83;Percy;Kosak;;1960-12-24;Edmonton;AB;Canada;;;0
1925;83;Ryan;Robins;;1960-12-24;Calgary;AB;Canada;;;0
1926;83;Gary;Weninger;;1964-1-1;Kelowna;BC;Canada;;;0
1927;83;Lonnie;Wilcox;;1960-12-24;Edmonton;AB;Canada;;;0
1928;-1;Don;Hay;;1954-2-13;Kamloops;BC;Canada;;;1
1929;86;Bil;LaForge;;1974-5-9;Edmonton;AB;Canada;;;0
1930;-1;Matt;O'Dette;;1975-11-9;Toronto;ON;Canada;;;0
1931;72;Mario;Duhamel;;1975-12-24;Saint-Bruno;QC;Canada;;;0
1932;87;André;Tourigny;;1974-12-24;Nicolet;QC;Canada;;;0
1933;-1;B.J.;Adams;;1976-5-7;Toronto;ON;Canada;;;0
1934;-1;Jason;Ford;;1960-12-24;Kingston;ON;Canada;;;0
1935;89;Howie;Campbell;;1960-12-24;Ottawa;ON;Canada;;;0
1936;89;Rod;Stewart;;1960-12-24;Surrey;BC;Canada;;;0
1937;84;Ian;Meagher;;1989-6-27;Montreal;QC;Canada;;;0
1938;89;Ike;Rhodes;;1960-12-24;Kitchener;ON;Canada;;;0
1939;97;Ken;Hornick;;1960-12-24;St. Catharines;ON;Canada;;;0
1940;95;George;Burnett;;1962-3-25;Port Perry;ON;Canada;;;0
1941;95;Wade;Branch;;1984-5-24;Whitby;ON;Canada;;;0
1942;84;Kevin;Gould;;1960-12-24;Rosthern;SK;Canada;;;0
1943;84;Armand;Vincent;;1960-1-1;Sudbury;ON;Canada;;;0
1944;-1;Charles Scott;Abbott;Scott;1950-1-1;Montreal;QC;Canada;;;1
1945;-1;Ryan;Oulahen;;1985-3-25;Newmarket;ON;Canada;;;0
1946;90;Steve;Blinn;;1960-1-1;Toronto;ON;Canada;;;0
1947;90;Jason;Day;;1979-1-1;Windsor;ON;Canada;;;0
1948;84;Dave;Gray;;1960-1-1;Fredericton;NB;Canada;;;0
1949;90;Errol;Hook;;1960-1-1;Toronto;ON;Canada;;;0
1950;48;Dave;Brown;;1975-1-1;Niagara Falls;ON;Canada;;;0
1951;94;Walt;Wingfield;;1960-1-1;Barrie;ON;Canada;;;0
1952;94;Ray;Irwin;;1958-1-30;Sudbury;ON;Canada;;;0
1953;94;Rob;Alderman;;1970-1-1;Richmond Hill;ON;Canada;;;0
1954;94;Mark;Nelson;;1975-1-1;Constance Bay;ON;Canada;;;0
1955;95;Rick;Gaetz;;1960-12-24;Saint-Raphaël;QC;Canada;;;0
1956;-1;Matt;Smith;;1960-1-1;Waterloo;ON;Canada;;;1
1957;93;Chris;McCleary;;1977-4-25;Peterborough;ON;Canada;;;0
1958;96;Murray;Hiebert;;1960-1-1;Ottawa;ON;Canada;;;0
1959;97;Dale;Hunter;;1960-7-31;Petrolia;ON;Canada;;;0
1960;97;Mark;Hunter;;1962-11-12;Petrolia;ON;Canada;;;0
1961;42;James;Boyd;;1976-2-13;Mississauga;ON;Canada;;;0
1962;95;Jim;Mancuso;;1960-1-1;London;ON;Canada;;;0
1963;95;Bob;Rivet;;1960-1-1;Brantford;ON;Canada;;;0
1964;85;Dave;Franco;;1960-1-1;Sault Ste. Marie;ON;Canada;;;0
1965;-1;Dick;Cherry;;1937-3-28;Kingston;ON;Canada;;;1
1966;85;Jason;Maleyko;;1980-5-24;Windsor;ON;Canada;;;0
1967;85;Aaron;Van Leusen;;1981-10-28;Barrie;ON;Canada;;;0
1968;96;Mike;McKenzie;;1986-4-29;Whitby;ON;Canada;;;0
1969;96;Mark;Sadler;;1960-1-1;Middlesex Centre;ON;Canada;;;0
1970;96;Bill;Underwood;;1960-1-1;Newport News;VA;The United States;;;0
1971;96;Darryl;Hollowell;;1991-6-13;Toronto;ON;Canada;;;0
1972;96;Ed;Roberts;;1960-1-1;Pasco;WA;The United States;;;0
1973;96;Hugh;Craig;;1960-1-1;Halifax;NS;Canada;;;0
1974;96;Matt;McGuffin;;1973-5-1;Toronto;ON;Canada;;;0
1975;96;Mike;Bukator;;1960-1-1;Cape Breton Regional Municipality;NS;Canada;;;0
1976;96;Ray;Hollowell;;1960-1-1;Burnaby;BC;Canada;;;0
1977;96;Rob;Hunter;;1960-1-1;Montreal;QC;Canada;;;0
1978;64;Sean;Murphy;;1978-4-10;Huntsville;ON;Canada;;;0
1979;96;Tark;Bertrand;;1960-1-1;Gabriola Island;BC;Canada;;;0
1980;96;Dave;Prpich;;1960-12-24;Vancouver;BC;Canada;;;0
1981;97;Dylan;Hunter;;1985-5-21;Quebec City;QC;Canada;;;0
1982;97;Leon;Haughian;;1960-1-1;Montreal;QC;Canada;;;0
1983;90;Terry;Uniac;;1960-1-1;Stratford;ON;Canada;;;0
1984;97;Steve;Warner;;1960-1-1;Oakville;ON;Canada;;;0
1985;97;Mike;Martin;;1976-10-27;Hamilton;ON;Canada;;;0
1986;97;Stu;Robinson;;1960-1-1;Gatineau;QC;Canada;;;0
1987;91;Elliott;Kerr;;1954-1-1;Mississauga;ON;Canada;;;0
1988;85;Kory;Cooper;;1977-2-21;Charlottetown;PE;Canada;;;0
1989;95;Lou;Vigilanti;;1960-1-1;Toronto;ON;Canada;;;0
1990;91;Brian;Connor;;1960-1-1;Chatham-Kent;ON;Canada;;;0
1991;92;Joey;Burke;;1985-1-1;Newmarket;ON;Canada;;;0
1992;73;Billy;Burke;;1986-6-26;Newmarket;ON;Canada;;;0
1993;92;Roger;MacLeod;;1960-1-1;Deux-Montagnes;QC;Canada;;;0
1994;91;Marty;Hogan;;1975-1-1;Windsor;ON;Canada;The United States;;0
1995;-1;Roger;Hunt;;1967-9-5;Dunnville;ON;Canada;;;0
1996;85;Paul;McFarland;;1985-12-6;Richmond Hill;ON;Canada;;;0
1997;86;Mike;Kelly;;1960-1-1;St. John's;NL;Canada;;;0
1998;86;Kevin;Bloch;;1960-1-1;Elmira;ON;Canada;;;0
1999;86;Mike;Craig;;1962-11-1;Calgary;AB;Canada;;;0
2000;86;Anthony;Herrington;;1960-1-1;Toronto;ON;Canada;;;0
2001;86;Joe;Beleskey;;1960-1-1;Milton;ON;Canada;;;0
2002;86;Danny;O’Brien;;1982-6-2;Boston;MA;The United States;;;0
2003;86;Joe;Washkurak;;1960-1-1;Mississauga;ON;Canada;;;0
2004;87;Jeff;Hunt;;1964-4-17;Stephenville;NL;Canada;;;0
2005;91;Rob;Toffoli;;1960-1-1;Beloeil;QC;Canada;;;0
2006;90;Dan;McIlhone;;1960-1-1;Radville;SK;Canada;;;0
2007;88;Dave;Pogue;;1970-12-24;Peterborough;ON;Canada;;;0
2008;-1;Jody;Hull;;1969-2-2;Petrolia;ON;Canada;;;0
2009;88;Andrew;Verner;;1972-11-20;Toronto;ON;Canada;Austria;;0
2010;88;Chris;McNamara;;1980-1-1;Halifax;NS;Canada;;;0
2011;88;Dave;Gaw;;1960-1-1;Gatineau;QC;Canada;;;0
2012;-1;Ron;Ringler;;1947-6-20;North Bay;ON;Canada;;;1
2013;88;Matt;St. Germain;;1974-3-24;Windsor;ON;Canada;;;0
2014;88;Sandy;Gemmiti;;1980-1-1;Peterborough;ON;Canada;;;0
2015;97;Rick;Boyle;;1960-1-1;St. Catharines;ON;Canada;;;0
2016;93;George;Bessett;;1960-1-1;Regina;SK;The United States;;;0
2017;93;Richard;Wolf;;1960-1-1;Mississauga;ON;Canada;;;0
2018;69;Warren;Rychel;;1967-5-12;Strathroy;ON;Canada;;;0
2019;84;David;Matsos;;1973-11-12;Burlington;ON;Canada;;;0
2020;89;Marc;Bissonnette;;1960-1-1;Saint-Jean-de-l'Île-d'Orléans;QC;Canada;;;0
2021;88;Mike;Oke;;1972-1-1;Edmonton;AB;Canada;;;0
2022;87;Pat;Higgins;;1960-1-1;Clarington;ON;Canada;;;0
2023;80;James;Gasseau;;1966-5-4;Carleton;QC;Canada;;;0
2024;97;Rob;Simpson;;1981-5-7;Cobourg;ON;Canada;;;0
2025;90;Pat;Domenico;;1960-1-1;Rivière-du-Loup;QC;Canada;;;0
2026;85;Colin;Chaulk;;1977-1-7;Toronto;ON;Canada;;;0
2027;84;Vince;Laise;;1983-1-29;Brampton;ON;Canada;;;0
2028;94;Devin;Brown;;1977-1-1;Edson;AB;Canada;;;0
2029;94;Mike;Battah;;1974-1-1;Edmonton;AB;Canada;;;0
2030;88;Andy;Hooper;;1972-1-1;Waterloo;ON;Canada;;;0
2031;82;Ryan;Smith;;1973-8-29;Winnipeg;MB;Canada;;;0
2032;88;Rob;Wilson;;1968-7-18;Toronto;ON;England;Canada;;0
2033;81;Jag;Bal;;1969-9-28;Vancouver;BC;Canada;;;0
2034;81;Rod;Egan;;1970-12-24;Calgary;AB;Canada;;;0
2035;-1;Darwin;Bennet;;1950-3-27;Portland;OR;The United States;;;1
2036;83;Brian;Pellerin;;1970-2-20;Hinton;AB;Canada;;;0
2037;93;Rob;Papineau;;1971-8-12;Sudbury;ON;Canada;;;0
2038;86;Rocco;Tullio;;1956-2-14;Windsor;ON;Canada;;;0
